Date,Close
7/16/2014,7624.4
7/17/2014,7640.45
7/18/2014,7663.9
7/21/2014,7684.2
7/22/2014,7767.85
7/23/2014,7795.75
7/24/2014,7830.6
7/25/2014,7790.45
7/28/2014,7748.7
7/30/2014,7791.4
7/31/2014,7721.3
8/1/2014,7602.6
8/4/2014,7683.65
8/5/2014,7746.55
8/6/2014,7672.05
8/7/2014,7649.25
8/8/2014,7568.55
8/11/2014,7625.95
8/12/2014,7727.05
8/13/2014,7739.55
8/14/2014,7791.7
8/18/2014,7874.25
8/19/2014,7897.5
8/20/2014,7875.3
8/21/2014,7891.1
8/22/2014,7913.2
8/25/2014,7906.3
8/26/2014,7904.75
8/27/2014,7936.05
8/28/2014,7954.35
9/1/2014,8027.7
9/2/2014,8083.05
9/3/2014,8114.6
9/4/2014,8095.95
9/5/2014,8086.85
9/8/2014,8173.9
9/9/2014,8152.95
9/10/2014,8094.1
9/11/2014,8085.7
9/12/2014,8105.5
9/15/2014,8042
9/16/2014,7932.9
9/17/2014,7975.5
9/18/2014,8114.75
9/19/2014,8121.45
9/22/2014,8146.3
9/23/2014,8017.55
9/24/2014,8002.4
9/25/2014,7911.85
9/26/2014,7968.85
9/29/2014,7958.9
9/30/2014,7964.8
10/1/2014,7945.55
10/7/2014,7852.4
10/8/2014,7842.7
10/9/2014,7960.55
10/10/2014,7859.95
10/13/2014,7884.25
10/14/2014,7864
10/16/2014,7748.2
10/17/2014,7779.7
10/20/2014,7879.4
10/21/2014,7927.75
10/22/2014,7995.9
10/23/2014,8017.3
10/27/2014,7991.7
10/28/2014,8027.6
10/29/2014,8090.45
10/30/2014,8169.2
10/31/2014,8322.2
11/3/2014,8324.15
11/5/2014,8338.3
11/7/2014,8337
11/10/2014,8344.25
11/11/2014,8362.65
11/12/2014,8383.3
11/13/2014,8357.85
11/14/2014,8389.9
11/17/2014,8430.75
11/18/2014,8425.9
11/19/2014,8382.3
11/20/2014,8401.9
11/21/2014,8477.35
11/24/2014,8530.15
11/25/2014,8463.1
11/26/2014,8475.75
11/27/2014,8494.2
11/28/2014,8588.25
12/1/2014,8555.9
12/2/2014,8524.7
12/3/2014,8537.65
12/4/2014,8564.4
12/5/2014,8538.3
12/8/2014,8438.25
12/9/2014,8340.7
12/10/2014,8355.65
12/11/2014,8292.9
12/12/2014,8224.1
12/15/2014,8219.6
12/16/2014,8067.6
12/17/2014,8029.8
12/18/2014,8159.3
12/19/2014,8225.2
12/22/2014,8324
12/23/2014,8267
12/24/2014,8174.1
12/26/2014,8200.7
12/29/2014,8246.3
12/30/2014,8248.25
12/31/2014,8282.7
1/1/2015,8284
1/2/2015,8395.45
1/5/2015,8378.4
1/6/2015,8127.35
1/7/2015,8102.1
1/8/2015,8234.6
1/9/2015,8284.5
1/12/2015,8323
1/13/2015,8299.4
1/14/2015,8277.55
1/15/2015,8494.15
1/16/2015,8513.8
1/19/2015,8550.7
1/20/2015,8695.6
1/21/2015,8729.5
1/22/2015,8761.4
1/23/2015,8835.6
1/27/2015,8910.5
1/28/2015,8914.3
1/29/2015,8952.35
1/30/2015,8808.9
2/2/2015,8797.4
2/3/2015,8756.55
2/4/2015,8723.7
2/5/2015,8711.7
2/6/2015,8661.05
2/9/2015,8526.35
2/10/2015,8565.55
2/11/2015,8627.4
2/12/2015,8711.55
2/13/2015,8805.5
2/16/2015,8809.35
2/18/2015,8869.1
2/19/2015,8895.3
2/20/2015,8833.6
2/23/2015,8754.95
2/24/2015,8762.1
2/25/2015,8767.25
2/26/2015,8683.85
2/27/2015,8844.6
3/2/2015,8956.75
3/3/2015,8996.25
